stream,study_hours,attendance,sleep_hours,internet_usage,mathematics,physics,chemistry,biology,computer_science,english,previous_score,exam_score,strongest_subject,recommended_career,performance_level,attendance_status
Computer Science,5.5,90,7.3,3.3,79,86,83,0,71,68,77.4,82.02,Physics,Mechanical Engineer,Good,Eligible
Computer Science,3.9,76,7.0,4.2,69,55,55,0,74,70,64.6,63.0,Computer Science,Software Engineer,Average,Eligible
Computer Science,5.6,84,7.7,2.1,86,74,72,0,92,77,80.2,82.73,Computer Science,Cybersecurity Analyst,Good,Eligible
Biology,9.0,89,8.0,0.7,85,97,86,97,0,91,91.2,100.0,Physics,Research Scientist,Excellent,Eligible
Biology,3.9,68,5.7,5.2,63,57,51,74,0,50,59.0,51.62,Biology,Doctor,Average,Shortage
Biology,1.7,62,4.8,5.5,55,34,39,58,0,36,44.4,33.94,Biology,Doctor,Needs Improvement,Shortage
Computer Science,4.9,75,7.0,3.1,53,61,53,0,51,53,54.2,58.03,Physics,Aerospace Engineer,Average,Eligible
Computer Science,6.6,80,7.7,2.4,87,72,84,0,82,80,81.0,86.62,Mathematics,Actuary,Excellent,Eligible
Computer Science,4.6,60,5.8,5.6,66,54,65,0,71,68,64.8,61.91,Computer Science,Software Engineer,Average,Shortage
Biology,6.3,81,6.8,3.8,76,78,72,84,0,68,75.6,80.16,Biology,Biomedical Researcher,Good,Eligible
Computer Science,6.6,81,7.5,2.4,73,83,70,0,90,69,77.0,85.06,Computer Science,AI Engineer,Excellent,Eligible
Biology,4.5,64,6.4,5.7,51,53,64,59,0,54,56.2,52.1,Chemistry,Pharmacist,Average,Shortage
Computer Science,7.1,95,8.2,0.8,86,99,93,0,85,89,90.4,99.61,Physics,Research Scientist,Excellent,Eligible
Computer Science,5.3,87,7.8,3.1,83,85,69,0,87,86,82.0,88.87,Computer Science,AI Engineer,Excellent,Eligible
Biology,4.8,64,5.8,4.0,62,67,61,72,0,68,66.0,66.47,Biology,Doctor,Average,Shortage
Biology,3.2,82,6.0,3.3,50,74,52,51,0,67,58.8,55.42,Physics,Research Scientist,Average,Eligible
Biology,3.2,69,7.2,3.3,50,75,51,52,0,75,60.6,57.73,Physics,Mechanical Engineer,Average,Shortage
Biology,5.5,77,6.6,2.5,75,81,86,78,0,75,79.0,82.49,Chemistry,Pharmacist,Good,Eligible
Biology,7.0,99,8.0,1.3,85,86,98,90,0,88,89.4,99.66,Chemistry,Chemical Engineer,Excellent,Eligible
Computer Science,6.5,76,6.6,2.4,80,85,84,0,76,69,78.8,84.79,Physics,Aerospace Engineer,Good,Eligible
Biology,4.8,63,7.2,4.5,56,64,63,56,0,76,63.0,64.16,English,Lawyer,Average,Shortage
Biology,10.0,94,7.7,1.2,93,96,86,95,0,84,90.8,100.0,Physics,Mechanical Engineer,Excellent,Eligible
Computer Science,9.4,98,8.0,2.4,91,97,83,0,85,89,89.0,97.37,Physics,Research Scientist,Excellent,Eligible
Biology,1.5,25,3.9,7.9,24,39,44,18,0,44,33.8,16.64,Chemistry,Forensic Scientist,Needs Improvement,Shortage
Biology,9.8,100,8.2,2.0,89,87,84,91,0,92,88.6,97.36,English,Lawyer,Excellent,Eligible
Computer Science,7.8,95,8.2,1.6,94,87,89,0,86,81,87.4,96.53,Mathematics,Data Scientist,Excellent,Eligible
Biology,7.8,92,7.1,2.2,92,94,94,90,0,86,91.2,98.21,Physics,Aerospace Engineer,Excellent,Eligible
Computer Science,5.4,77,8.0,3.8,86,71,77,0,73,65,74.4,78.21,Mathematics,Statistician,Good,Eligible
Computer Science,3.3,67,4.7,6.4,33,60,42,0,60,61,51.2,42.16,English,Content Writer,Needs Improvement,Shortage
Computer Science,6.4,81,7.0,2.7,85,85,74,0,90,71,81.0,88.34,Computer Science,Software Engineer,Excellent,Eligible
Computer Science,1.3,40,3.9,7.7,17,34,36,0,20,37,28.8,16.48,English,Lawyer,Needs Improvement,Shortage
Computer Science,3.4,80,6.1,3.0,59,50,73,0,72,64,63.6,60.64,Chemistry,Materials Scientist,Average,Eligible
Computer Science,3.2,81,7.0,5.2,64,64,73,0,52,54,61.4,63.79,Chemistry,Materials Scientist,Average,Eligible
Computer Science,6.4,90,7.9,2.3,88,85,84,0,78,87,84.4,91.89,Mathematics,Statistician,Excellent,Eligible
Biology,0.9,45,4.4,9.6,25,31,30,41,0,49,35.2,16.36,English,Teacher,Needs Improvement,Shortage
Biology,7.0,98,8.1,1.3,92,92,88,89,0,87,89.6,99.8,Mathematics,Statistician,Excellent,Eligible
Biology,3.7,65,6.6,5.3,65,55,67,58,0,76,64.2,56.69,English,Teacher,Average,Shortage
Computer Science,3.0,64,5.8,7.7,39,49,47,0,46,57,47.6,40.24,English,Journalist,Needs Improvement,Shortage
Computer Science,4.3,68,7.1,4.1,52,61,53,0,56,62,56.8,57.02,English,Lawyer,Average,Shortage
Biology,3.3,58,5.1,6.1,54,36,57,52,0,35,46.8,40.37,Chemistry,Materials Scientist,Needs Improvement,Shortage
Biology,3.3,78,5.8,3.8,52,53,60,66,0,55,57.2,53.87,Biology,Doctor,Average,Eligible
Computer Science,2.6,55,6.0,5.0,47,54,57,0,36,64,51.6,43.22,English,Journalist,Needs Improvement,Shortage
Biology,6.2,75,7.2,2.9,74,70,73,86,0,88,78.2,82.58,English,Teacher,Good,Eligible
Computer Science,3.8,74,6.1,4.0,56,75,63,0,51,67,62.4,56.32,Physics,Mechanical Engineer,Average,Shortage
Computer Science,6.7,85,7.0,3.9,90,81,90,0,74,68,80.6,85.36,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,3.9,64,6.9,6.0,65,70,74,0,61,75,69.0,64.6,English,Teacher,Average,Shortage
Biology,3.5,53,4.5,6.2,36,49,39,50,0,46,44.0,29.0,Biology,Microbiologist,Needs Improvement,Shortage
Biology,6.0,75,7.4,2.4,77,73,75,73,0,86,76.8,81.33,English,Content Writer,Good,Eligible
Computer Science,5.3,83,7.8,3.9,86,86,75,0,70,78,79.0,81.73,Mathematics,Financial Analyst,Good,Eligible
Computer Science,5.6,76,6.8,3.8,81,86,84,0,78,70,79.8,82.84,Physics,Electrical Engineer,Good,Eligible
Computer Science,2.4,42,5.1,5.4,30,34,33,0,41,64,40.4,30.06,English,Teacher,Needs Improvement,Shortage
Biology,4.6,64,7.2,3.8,65,60,71,57,0,52,61.0,58.76,Chemistry,Forensic Scientist,Average,Shortage
Computer Science,3.3,42,5.3,7.0,48,36,51,0,38,57,46.0,34.21,English,Teacher,Needs Improvement,Shortage
Computer Science,3.7,82,7.1,3.7,59,55,53,0,55,60,56.4,56.59,English,Teacher,Average,Eligible
Biology,3.9,69,6.6,4.7,55,56,72,62,0,69,62.8,56.76,Chemistry,Forensic Scientist,Average,Shortage
Computer Science,4.2,70,5.6,4.9,70,65,48,0,77,65,65.0,62.04,Computer Science,Software Engineer,Average,Shortage
Computer Science,2.2,53,5.1,7.5,41,45,51,0,33,49,43.8,35.1,Chemistry,Chemical Engineer,Needs Improvement,Shortage
Computer Science,9.8,90,7.4,2.2,98,91,99,0,97,86,94.2,100.0,Chemistry,Forensic Scientist,Excellent,Eligible
Computer Science,3.4,70,4.8,7.0,31,33,46,0,30,62,40.4,31.45,English,Journalist,Needs Improvement,Shortage
Computer Science,3.7,76,6.8,4.3,52,63,52,0,78,71,63.2,63.66,Computer Science,Machine Learning Engineer,Average,Eligible
Computer Science,6.8,81,6.5,3.3,71,86,88,0,75,67,77.4,81.97,Chemistry,Materials Scientist,Good,Eligible
Computer Science,3.1,71,7.3,4.5,53,75,67,0,72,71,67.6,60.51,Physics,Electrical Engineer,Average,Shortage
Biology,3.5,64,6.0,5.1,60,69,61,52,0,53,59.0,54.85,Physics,Research Scientist,Average,Shortage
Biology,6.5,77,6.8,3.7,70,85,76,87,0,71,77.8,84.55,Biology,Doctor,Good,Eligible
Computer Science,7.2,93,7.8,2.2,90,86,87,0,97,88,89.6,99.78,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Biology,6.2,86,6.8,3.1,76,86,68,76,0,88,78.8,86.04,English,Lawyer,Excellent,Eligible
Computer Science,2.1,67,5.9,6.0,48,48,46,0,61,39,48.4,41.92,Computer Science,Software Engineer,Needs Improvement,Shortage
Computer Science,1.9,45,4.5,8.3,37,31,29,0,17,29,28.6,8.75,Mathematics,Statistician,Needs Improvement,Shortage
Biology,6.3,83,7.1,2.0,70,77,86,90,0,73,79.2,88.53,Biology,Microbiologist,Excellent,Eligible
Biology,3.7,71,5.9,5.2,75,56,65,70,0,77,68.6,63.88,English,Content Writer,Average,Shortage
Biology,3.4,63,6.1,5.6,75,73,72,62,0,56,67.6,59.45,Mathematics,Financial Analyst,Average,Shortage
Biology,4.0,82,7.0,3.2,75,65,50,67,0,80,67.4,69.57,English,Journalist,Average,Eligible
Computer Science,8.3,93,7.3,2.1,93,94,94,0,90,81,90.4,100.0,Physics,Electrical Engineer,Excellent,Eligible
Computer Science,9.0,100,7.5,1.8,89,95,85,0,92,85,89.2,100.0,Physics,Research Scientist,Excellent,Eligible
Biology,9.7,99,7.3,1.1,87,99,90,95,0,93,92.8,100.0,Physics,Electrical Engineer,Excellent,Eligible
Computer Science,1.9,51,6.0,7.1,33,37,50,0,39,55,42.8,29.96,English,Journalist,Needs Improvement,Shortage
Computer Science,5.4,75,7.6,3.9,88,84,81,0,77,81,82.2,84.5,Mathematics,Statistician,Good,Eligible
Computer Science,4.5,77,5.7,5.6,70,52,65,0,64,50,60.2,63.84,Mathematics,Data Scientist,Average,Eligible
Biology,4.9,76,7.4,5.1,75,61,75,51,0,67,65.8,69.87,Mathematics,Financial Analyst,Average,Eligible
Computer Science,3.6,60,6.3,3.9,56,65,58,0,72,60,62.2,59.98,Computer Science,Software Engineer,Average,Shortage
Biology,6.4,82,7.9,3.4,83,87,85,88,0,79,84.4,90.36,Biology,Microbiologist,Excellent,Eligible
Biology,6.5,78,7.7,2.7,76,74,85,77,0,86,79.6,86.52,English,Lawyer,Excellent,Eligible
Computer Science,4.6,65,6.0,3.7,72,75,52,0,67,51,63.4,60.68,Physics,Aerospace Engineer,Average,Shortage
Biology,1.2,48,3.7,7.2,22,35,35,25,0,50,33.4,16.49,English,Content Writer,Needs Improvement,Shortage
Biology,6.7,87,6.8,3.8,78,75,71,88,0,70,76.4,83.59,Biology,Doctor,Good,Eligible
Computer Science,2.0,44,4.7,6.5,46,50,58,0,64,65,56.6,40.34,English,Content Writer,Needs Improvement,Shortage
Computer Science,3.4,78,6.1,5.0,62,72,50,0,54,63,60.2,60.55,Physics,Electrical Engineer,Average,Eligible
Computer Science,7.7,99,7.3,1.9,93,94,92,0,93,84,91.2,100.0,Physics,Aerospace Engineer,Excellent,Eligible
Computer Science,1.9,51,5.0,6.8,35,60,38,0,62,42,47.4,33.66,Computer Science,Cybersecurity Analyst,Needs Improvement,Shortage
Biology,5.2,79,7.5,3.7,77,80,68,89,0,86,80.0,84.31,Biology,Biomedical Researcher,Good,Eligible
Biology,6.9,80,8.0,3.5,87,70,88,76,0,67,77.6,84.3,Chemistry,Pharmacist,Good,Eligible
Biology,9.7,90,7.7,2.4,92,88,82,92,0,92,89.2,100.0,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,2.8,68,5.8,5.2,56,33,44,0,40,59,46.4,40.82,English,Teacher,Needs Improvement,Shortage
Biology,5.1,77,7.9,3.1,76,84,80,84,0,67,78.2,81.82,Physics,Electrical Engineer,Good,Eligible
Biology,6.7,76,6.6,2.7,77,73,81,70,0,74,75.0,80.69,Chemistry,Chemical Engineer,Good,Eligible
Computer Science,6.6,79,7.0,3.0,85,88,68,0,76,77,78.8,86.38,Physics,Research Scientist,Excellent,Eligible
Biology,3.9,72,6.1,5.9,63,68,72,69,0,77,69.8,64.79,English,Lawyer,Average,Shortage
Computer Science,1.5,39,4.2,9.9,26,18,25,0,28,22,23.8,7.75,Computer Science,Machine Learning Engineer,Needs Improvement,Shortage
Biology,5.3,82,7.4,2.2,77,80,89,76,0,66,77.6,81.59,Chemistry,Materials Scientist,Good,Eligible
Biology,3.5,71,6.2,4.5,60,74,56,66,0,73,65.8,59.46,Physics,Electrical Engineer,Average,Shortage
Computer Science,4.8,73,5.6,4.7,52,53,73,0,60,80,63.6,60.23,English,Journalist,Average,Shortage
Computer Science,3.9,81,7.2,3.7,69,67,72,0,52,75,67.0,68.02,English,Lawyer,Average,Eligible
Biology,3.4,78,6.2,4.3,69,73,63,56,0,73,66.8,67.79,Physics,Aerospace Engineer,Average,Eligible
Computer Science,2.0,45,4.9,7.7,38,39,55,0,37,61,46.0,31.07,English,Journalist,Needs Improvement,Shortage
Biology,4.4,80,6.6,4.8,65,61,55,63,0,72,63.2,67.15,English,Journalist,Average,Eligible
Biology,6.9,87,7.1,3.4,74,79,84,73,0,73,76.6,84.04,Chemistry,Forensic Scientist,Good,Eligible
Biology,7.8,89,7.9,1.8,86,93,95,85,0,94,90.6,100.0,Chemistry,Materials Scientist,Excellent,Eligible
Biology,1.6,33,4.4,7.5,19,26,44,24,0,30,28.6,16.94,Chemistry,Materials Scientist,Needs Improvement,Shortage
Biology,3.5,61,5.6,5.4,55,60,56,51,0,78,60.0,55.65,English,Lawyer,Average,Shortage
Computer Science,2.8,50,6.4,5.6,60,59,35,0,64,56,54.8,41.33,Computer Science,Software Engineer,Needs Improvement,Shortage
Computer Science,3.4,79,6.3,3.9,63,54,49,0,60,54,56.0,55.07,Mathematics,Actuary,Average,Eligible
Biology,3.7,63,7.3,3.8,70,55,70,64,0,56,63.0,60.04,Mathematics,Statistician,Average,Shortage
Biology,3.3,64,6.6,3.7,67,70,68,50,0,71,65.2,59.08,English,Content Writer,Average,Shortage
Computer Science,1.6,61,5.1,6.3,58,36,37,0,65,48,48.8,40.32,Computer Science,Machine Learning Engineer,Needs Improvement,Shortage
Biology,7.0,88,7.0,2.4,76,85,74,76,0,73,76.8,85.55,Physics,Mechanical Engineer,Excellent,Eligible
Biology,8.1,93,8.0,1.9,89,88,87,89,0,89,88.4,99.29,Mathematics,Actuary,Excellent,Eligible
Computer Science,9.1,93,7.9,1.2,95,87,93,0,93,82,90.0,100.0,Mathematics,Data Scientist,Excellent,Eligible
Biology,0.9,37,5.2,10.0,26,32,30,22,0,50,32.0,15.56,English,Teacher,Needs Improvement,Shortage
Computer Science,4.6,64,6.5,3.7,65,51,73,0,65,66,64.0,63.5,Chemistry,Forensic Scientist,Average,Shortage
Computer Science,7.6,100,8.1,1.0,94,88,90,0,97,93,92.4,100.0,Computer Science,AI Engineer,Excellent,Eligible
Biology,8.2,90,7.3,2.3,90,99,83,97,0,95,92.8,100.0,Physics,Mechanical Engineer,Excellent,Eligible
Computer Science,2.8,50,5.2,5.6,36,56,57,0,36,65,50.0,37.76,English,Teacher,Needs Improvement,Shortage
Computer Science,4.7,76,7.2,4.4,54,57,50,0,52,57,54.0,58.26,Physics,Mechanical Engineer,Average,Eligible
Computer Science,4.7,75,7.3,3.6,60,74,71,0,74,57,67.2,71.43,Physics,Electrical Engineer,Good,Eligible
Biology,5.1,75,7.8,2.9,70,76,70,76,0,77,73.8,78.05,English,Teacher,Good,Eligible
Computer Science,3.9,76,6.9,3.1,50,58,68,0,74,69,63.8,59.97,Computer Science,Cybersecurity Analyst,Average,Eligible
Biology,9.3,99,8.2,1.0,93,96,85,97,0,81,90.4,98.34,Biology,Biomedical Researcher,Excellent,Eligible
Biology,6.0,88,7.1,3.8,89,73,86,89,0,76,82.6,90.84,Mathematics,Actuary,Excellent,Eligible
Biology,9.5,95,7.4,2.3,91,88,95,100,0,89,92.6,100.0,Biology,Biotechnologist,Excellent,Eligible
Biology,4.7,76,7.3,5.0,66,64,51,55,0,68,60.8,64.54,English,Lawyer,Average,Eligible
Computer Science,4.2,77,5.9,3.3,69,69,69,0,73,61,68.2,69.31,Computer Science,Cybersecurity Analyst,Average,Eligible
Biology,6.0,86,7.9,3.2,79,84,69,88,0,84,80.8,89.81,Biology,Biomedical Researcher,Excellent,Eligible
Computer Science,6.9,86,6.6,2.4,75,88,72,0,86,70,78.2,82.85,Physics,Research Scientist,Good,Eligible
Biology,3.6,65,6.2,4.8,72,62,50,57,0,67,61.6,56.27,Mathematics,Data Scientist,Average,Shortage
Biology,6.8,89,6.7,2.6,74,88,81,84,0,85,82.4,88.36,Physics,Mechanical Engineer,Excellent,Eligible
Biology,1.3,34,5.0,8.0,43,27,23,32,0,28,30.6,14.94,Mathematics,Statistician,Needs Improvement,Shortage
Biology,3.5,42,4.5,5.8,41,38,58,39,0,39,43.0,30.13,Chemistry,Pharmacist,Needs Improvement,Shortage
Computer Science,6.4,90,6.7,2.1,73,88,72,0,90,79,80.4,86.63,Computer Science,Machine Learning Engineer,Excellent,Eligible
Computer Science,4.8,82,6.1,3.7,50,50,53,0,62,69,56.8,58.88,English,Content Writer,Average,Eligible
Computer Science,4.3,78,6.8,3.1,73,70,59,0,56,78,67.2,69.78,English,Lawyer,Average,Eligible
Biology,3.2,62,6.8,3.2,67,74,50,74,0,55,64.0,58.5,Physics,Research Scientist,Average,Shortage
Computer Science,3.4,46,5.4,5.8,52,46,51,0,42,63,50.8,39.05,English,Teacher,Needs Improvement,Shortage
Computer Science,3.0,64,5.6,3.2,56,75,59,0,76,57,64.6,61.68,Computer Science,Software Engineer,Average,Shortage
Biology,2.1,65,4.7,7.4,47,45,49,34,0,61,47.2,36.36,English,Content Writer,Needs Improvement,Shortage
Computer Science,7.4,90,7.1,1.5,94,87,86,0,86,84,87.4,98.74,Mathematics,Statistician,Excellent,Eligible
Computer Science,3.1,56,5.5,7.1,55,53,57,0,47,45,51.4,41.56,Chemistry,Materials Scientist,Needs Improvement,Shortage
Computer Science,5.7,80,7.6,2.7,87,81,84,0,87,75,82.8,86.64,Mathematics,Financial Analyst,Excellent,Eligible
Biology,4.6,79,6.8,4.2,62,70,61,54,0,74,64.2,65.11,English,Journalist,Average,Eligible
Computer Science,4.8,78,6.0,4.7,66,73,63,0,55,73,66.0,68.6,Physics,Electrical Engineer,Average,Eligible
Biology,4.6,82,7.2,4.2,59,53,68,62,0,72,62.8,65.72,English,Teacher,Average,Eligible
Biology,4.8,75,6.2,5.0,65,75,75,64,0,64,68.6,69.88,Physics,Aerospace Engineer,Average,Eligible
Biology,9.5,92,7.5,0.8,92,92,88,96,0,88,91.2,100.0,Biology,Biotechnologist,Excellent,Eligible
Computer Science,1.8,33,4.5,9.1,32,23,28,0,38,46,33.4,18.63,English,Teacher,Needs Improvement,Shortage
Computer Science,3.2,69,5.6,3.9,54,58,53,0,78,76,63.8,57.08,Computer Science,Cybersecurity Analyst,Average,Shortage
Biology,3.2,80,7.1,4.8,70,60,71,67,0,52,64.0,65.71,Chemistry,Chemical Engineer,Average,Eligible
Computer Science,1.7,48,5.9,7.6,51,51,52,0,41,42,47.4,36.19,Chemistry,Chemical Engineer,Needs Improvement,Shortage
Biology,4.2,62,5.7,5.5,55,51,53,59,0,62,56.0,55.36,English,Teacher,Average,Shortage
Biology,4.9,72,6.4,6.0,67,72,62,58,0,73,66.4,62.48,English,Lawyer,Average,Shortage
Biology,8.0,89,7.2,1.4,93,92,89,95,0,95,92.8,100.0,Biology,Doctor,Excellent,Eligible
Biology,3.9,66,7.4,3.4,63,55,56,67,0,72,62.6,55.65,English,Content Writer,Average,Shortage
Biology,5.6,90,7.3,3.7,72,73,81,72,0,87,77.0,81.25,English,Journalist,Good,Eligible
Biology,2.3,49,6.1,5.5,58,56,31,50,0,45,48.0,38.6,Mathematics,Data Scientist,Needs Improvement,Shortage
Computer Science,1.1,37,4.8,9.2,33,19,36,0,16,38,28.4,10.95,English,Content Writer,Needs Improvement,Shortage
Biology,6.5,82,7.8,2.4,72,80,86,75,0,81,78.8,83.79,Chemistry,Chemical Engineer,Good,Eligible
Biology,3.6,65,7.1,4.1,68,75,56,63,0,75,67.4,62.73,Physics,Mechanical Engineer,Average,Shortage
Biology,8.4,88,7.3,2.2,90,85,82,95,0,85,87.4,95.27,Biology,Doctor,Excellent,Eligible
Biology,1.2,41,4.6,7.5,38,29,42,26,0,44,35.8,17.96,English,Lawyer,Needs Improvement,Shortage
Computer Science,4.4,66,5.7,5.9,74,50,54,0,72,74,64.8,61.9,Mathematics,Data Scientist,Average,Shortage
Biology,4.3,77,6.2,5.4,58,74,58,60,0,75,65.0,67.81,English,Teacher,Average,Eligible
Computer Science,5.5,78,6.6,2.5,80,81,85,0,81,76,80.6,83.24,Chemistry,Materials Scientist,Good,Eligible
Biology,8.2,94,7.6,2.0,97,88,83,86,0,94,89.6,100.0,Mathematics,Data Scientist,Excellent,Eligible
Biology,3.4,60,6.2,3.6,65,53,72,51,0,66,61.4,58.9,Chemistry,Pharmacist,Average,Shortage
Computer Science,5.2,75,7.9,3.1,76,80,72,0,88,70,77.2,81.12,Computer Science,Cybersecurity Analyst,Good,Eligible
Computer Science,1.4,21,3.7,9.6,25,18,43,0,34,33,30.6,11.54,Chemistry,Pharmacist,Needs Improvement,Shortage
Biology,4.5,65,6.5,5.5,63,73,62,65,0,73,67.2,66.34,Physics,Mechanical Engineer,Average,Shortage
Computer Science,4.5,64,6.1,5.6,72,74,60,0,54,65,65.0,60.41,Physics,Aerospace Engineer,Average,Shortage
Biology,9.0,91,7.4,0.8,90,88,82,94,0,81,87.0,98.45,Biology,Microbiologist,Excellent,Eligible
Computer Science,5.4,76,7.6,4.0,80,74,75,0,76,80,77.0,80.84,Mathematics,Data Scientist,Good,Eligible
Biology,4.7,64,5.8,5.6,65,50,70,50,0,68,60.6,59.23,Chemistry,Chemical Engineer,Average,Shortage
Computer Science,6.5,88,6.9,3.2,85,75,84,0,82,76,80.4,85.66,Mathematics,Statistician,Excellent,Eligible
Biology,8.7,96,7.5,1.3,97,89,85,94,0,84,89.8,100.0,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,3.9,67,7.2,3.8,74,66,63,0,58,70,66.2,62.74,Mathematics,Financial Analyst,Average,Shortage
Computer Science,3.6,82,7.5,4.2,63,75,59,0,76,72,69.0,68.88,Computer Science,Cybersecurity Analyst,Average,Eligible
Biology,4.8,61,7.3,3.5,58,56,52,56,0,53,55.0,52.64,Mathematics,Financial Analyst,Average,Shortage
Computer Science,3.8,65,6.1,5.6,71,68,61,0,53,74,65.4,59.1,English,Content Writer,Average,Shortage
Biology,0.5,27,3.6,9.6,28,42,36,41,0,45,38.4,17.47,English,Lawyer,Needs Improvement,Shortage
Computer Science,2.8,49,6.2,6.0,38,31,46,0,33,49,39.4,28.99,English,Teacher,Needs Improvement,Shortage
Biology,2.2,65,5.7,6.7,57,34,56,37,0,43,45.4,41.74,Mathematics,Actuary,Needs Improvement,Shortage
Biology,2.4,51,4.8,7.0,54,35,55,39,0,47,46.0,33.38,Chemistry,Chemical Engineer,Needs Improvement,Shortage
Computer Science,8.0,88,7.1,1.2,93,98,95,0,85,95,93.2,100.0,Physics,Electrical Engineer,Excellent,Eligible
Biology,2.3,45,5.5,5.7,32,49,31,50,0,53,43.0,32.72,English,Lawyer,Needs Improvement,Shortage
Biology,7.0,86,7.1,3.3,74,77,70,84,0,85,78.0,84.29,English,Teacher,Good,Eligible
Computer Science,8.9,92,8.1,0.7,92,99,96,0,90,85,92.4,100.0,Physics,Aerospace Engineer,Excellent,Eligible
Computer Science,5.2,78,6.7,2.9,87,75,77,0,71,73,76.6,80.34,Mathematics,Financial Analyst,Good,Eligible
Biology,8.5,91,7.0,1.7,98,87,84,96,0,84,89.8,99.9,Mathematics,Actuary,Excellent,Eligible
Biology,6.4,88,6.8,3.5,70,79,76,81,0,82,77.6,83.02,English,Lawyer,Good,Eligible
Biology,3.5,80,7.3,5.1,57,75,75,56,0,73,67.2,68.92,Physics,Mechanical Engineer,Average,Eligible
Computer Science,4.2,62,6.6,4.0,60,66,59,0,63,75,64.6,60.62,English,Content Writer,Average,Shortage
Biology,9.6,93,7.6,1.3,93,93,94,96,0,95,94.2,100.0,Biology,Doctor,Excellent,Eligible
Computer Science,3.9,71,6.4,3.1,57,75,71,0,70,57,66.0,60.65,Physics,Research Scientist,Average,Shortage
Biology,5.3,85,7.8,3.0,83,83,82,73,0,72,78.6,83.58,Mathematics,Actuary,Good,Eligible
Biology,5.2,75,7.4,4.0,80,74,89,90,0,74,81.4,85.13,Biology,Microbiologist,Excellent,Eligible
Biology,4.3,74,6.0,4.5,58,64,59,64,0,57,60.4,61.18,Physics,Aerospace Engineer,Average,Shortage
Computer Science,5.8,80,7.4,3.7,82,80,73,0,73,88,79.2,80.4,English,Lawyer,Good,Eligible
Biology,6.5,83,7.3,2.1,79,88,87,90,0,86,86.0,90.46,Biology,Doctor,Excellent,Eligible
Biology,3.2,71,6.8,5.7,59,60,67,52,0,75,62.6,54.16,English,Lawyer,Average,Shortage
Computer Science,3.0,72,5.8,4.6,60,69,55,0,74,80,67.6,62.15,English,Content Writer,Average,Shortage
Biology,6.8,77,7.3,2.3,89,77,74,89,0,75,80.8,86.07,Mathematics,Actuary,Excellent,Eligible
Biology,4.4,61,6.1,3.3,53,55,59,60,0,59,57.2,55.18,Biology,Biotechnologist,Average,Shortage
Computer Science,3.7,64,7.2,5.8,73,65,74,0,71,60,68.6,63.81,Chemistry,Materials Scientist,Average,Shortage
Biology,9.6,94,7.9,1.9,86,89,92,92,0,95,90.8,100.0,English,Teacher,Excellent,Eligible
Computer Science,5.4,78,7.5,3.3,85,84,72,0,75,73,77.8,82.47,Mathematics,Data Scientist,Good,Eligible
Biology,6.1,85,6.9,3.1,82,75,82,80,0,67,77.2,84.43,Mathematics,Statistician,Good,Eligible
Biology,7.5,94,7.7,0.7,89,86,82,90,0,95,88.4,99.36,English,Journalist,Excellent,Eligible
Computer Science,5.5,77,7.1,3.5,80,86,76,0,71,73,77.2,83.38,Physics,Aerospace Engineer,Good,Eligible
Computer Science,8.0,99,7.9,1.4,88,85,83,0,92,84,86.4,100.0,Computer Science,AI Engineer,Excellent,Eligible
Computer Science,5.9,90,7.0,2.4,89,75,86,0,87,86,84.6,91.16,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,3.5,73,6.1,4.2,73,53,56,0,62,67,62.2,56.6,Mathematics,Data Scientist,Average,Shortage
Biology,1.9,59,5.7,7.3,59,30,52,45,0,52,47.6,38.62,Mathematics,Financial Analyst,Needs Improvement,Shortage
Computer Science,2.0,68,6.2,6.9,55,53,38,0,49,41,47.2,41.72,Mathematics,Statistician,Needs Improvement,Shortage
Biology,5.8,83,7.6,3.4,75,86,74,82,0,71,77.6,82.58,Physics,Research Scientist,Good,Eligible
Computer Science,1.8,52,5.5,5.7,48,40,42,0,38,55,44.6,28.88,English,Teacher,Needs Improvement,Shortage
