study_hours,attendance,sleep_hours,internet_usage,number_of_subjects,average_subject_score,highest_subject_score,lowest_subject_score,score_consistency,previous_overall_score,exam_score,performance_level,attendance_status
2.5,47,5.6,5.3,7,51.29,59.0,42.0,6.56,49.54,39.06,Needs Improvement,Shortage
1.2,38,3.8,8.3,3,43.0,44.0,42.0,0.82,46.64,24.45,Needs Improvement,Shortage
6.9,84,7.3,2.7,8,78.25,92.0,71.0,7.01,73.34,80.32,Good,Eligible
3.9,68,6.3,5.7,4,65.0,75.0,54.0,7.45,64.18,57.75,Average,Shortage
4.4,80,6.3,6.0,8,64.0,78.0,51.0,9.22,54.16,61.86,Average,Eligible
4.4,81,6.0,3.8,6,68.67,78.0,52.0,8.52,66.79,70.36,Good,Eligible
6.9,76,7.4,3.4,6,80.0,88.0,72.0,5.51,80.59,84.37,Good,Eligible
8.1,91,7.2,1.3,5,92.0,96.0,85.0,4.29,89.75,100.0,Excellent,Eligible
6.6,77,6.6,2.9,4,80.0,92.0,71.0,8.51,72.1,82.15,Good,Eligible
3.4,67,6.1,5.7,8,60.38,71.0,51.0,6.28,59.43,53.48,Average,Shortage
4.5,76,7.4,3.7,4,59.5,71.0,53.0,6.98,65.84,62.56,Average,Eligible
8.0,89,8.1,0.6,7,90.43,97.0,85.0,4.07,87.75,100.0,Excellent,Eligible
5.1,87,7.7,2.0,4,83.0,86.0,80.0,3.0,74.11,87.48,Excellent,Eligible
6.6,76,8.0,3.1,6,80.17,88.0,71.0,7.01,85.06,85.92,Excellent,Eligible
4.0,67,6.9,5.7,3,63.33,69.0,54.0,6.65,58.28,59.75,Average,Shortage
2.5,60,6.3,5.1,3,48.33,62.0,41.0,9.67,46.52,40.78,Needs Improvement,Shortage
4.3,61,7.3,3.4,7,64.29,75.0,50.0,9.16,63.17,65.26,Average,Shortage
1.1,25,3.7,8.4,8,30.62,44.0,15.0,9.5,26.06,10.36,Needs Improvement,Shortage
4.4,79,5.6,4.7,7,64.86,76.0,57.0,8.04,65.76,66.23,Average,Eligible
6.9,77,7.5,2.9,6,81.17,90.0,75.0,5.18,90.56,88.36,Excellent,Eligible
6.2,75,7.2,3.3,7,85.57,92.0,77.0,5.53,80.25,87.78,Excellent,Eligible
4.9,61,6.4,5.5,8,63.75,77.0,52.0,8.97,62.78,60.73,Average,Shortage
7.1,94,7.4,1.0,8,92.12,100.0,86.0,5.8,85.05,98.68,Excellent,Eligible
2.7,51,5.0,5.9,8,48.62,63.0,34.0,11.49,58.11,40.57,Needs Improvement,Shortage
3.7,73,6.8,3.2,3,60.0,70.0,50.0,8.16,66.99,58.98,Average,Shortage
3.5,64,6.0,7.5,7,52.29,65.0,32.0,11.88,61.91,49.87,Needs Improvement,Shortage
6.7,90,7.9,3.7,8,79.0,89.0,71.0,6.14,78.92,87.28,Excellent,Eligible
2.9,49,4.6,5.4,7,37.14,46.0,30.0,5.87,34.82,23.68,Needs Improvement,Shortage
9.1,97,7.0,0.6,5,92.2,97.0,90.0,2.64,85.04,100.0,Excellent,Eligible
3.3,65,5.9,7.2,8,45.62,59.0,33.0,8.2,51.01,42.38,Needs Improvement,Shortage
8.9,88,7.0,0.8,3,89.67,95.0,85.0,4.11,90.55,98.0,Excellent,Eligible
4.9,60,7.1,3.6,8,66.88,77.0,54.0,8.05,67.68,64.96,Average,Shortage
6.4,90,6.6,2.7,6,81.5,91.0,75.0,5.82,76.2,86.09,Excellent,Eligible
1.4,32,4.0,7.3,7,32.0,45.0,21.0,8.73,26.77,11.62,Needs Improvement,Shortage
2.5,59,5.4,5.9,7,41.43,54.0,32.0,7.67,43.21,28.61,Needs Improvement,Shortage
6.4,83,7.5,3.5,3,72.67,75.0,71.0,1.7,66.53,75.64,Good,Eligible
4.7,71,5.8,3.1,6,64.0,73.0,57.0,6.22,73.91,63.66,Average,Shortage
4.6,68,5.8,4.1,7,63.14,78.0,50.0,9.66,58.09,57.44,Average,Shortage
0.5,44,4.8,7.4,4,33.75,39.0,21.0,7.46,41.18,21.93,Needs Improvement,Shortage
6.3,82,7.8,3.6,4,78.5,85.0,73.0,4.5,88.14,87.08,Excellent,Eligible
3.7,81,6.8,3.2,6,63.67,71.0,53.0,6.26,54.12,58.09,Average,Eligible
4.4,78,7.0,5.7,5,56.2,61.0,50.0,3.97,52.89,56.62,Average,Eligible
6.0,81,7.9,3.0,5,80.8,90.0,71.0,7.14,83.63,87.69,Excellent,Eligible
3.9,68,6.9,4.8,5,69.0,75.0,56.0,7.01,60.62,57.74,Average,Shortage
5.1,82,7.6,3.0,6,81.33,92.0,73.0,7.74,73.1,81.97,Good,Eligible
1.0,27,5.1,9.6,5,25.6,31.0,15.0,5.82,25.66,10.28,Needs Improvement,Shortage
4.7,65,6.1,5.9,7,63.43,74.0,50.0,8.17,65.03,61.25,Average,Shortage
3.1,77,5.7,3.9,8,61.25,74.0,51.0,9.08,65.05,62.08,Average,Eligible
3.7,72,5.9,5.4,5,56.4,71.0,51.0,7.36,53.42,51.28,Average,Shortage
5.8,79,7.8,3.6,7,84.86,91.0,81.0,3.09,75.39,85.8,Excellent,Eligible
5.4,87,7.2,2.5,6,83.17,91.0,75.0,5.3,91.36,91.39,Excellent,Eligible
7.3,100,8.5,0.6,5,96.2,99.0,93.0,2.04,87.48,100.0,Excellent,Eligible
9.2,98,7.4,1.7,5,94.4,99.0,88.0,3.77,100.0,100.0,Excellent,Eligible
2.6,57,5.5,5.7,5,52.2,62.0,41.0,8.01,62.05,41.45,Needs Improvement,Shortage
5.5,75,7.5,2.2,6,79.67,90.0,71.0,6.62,84.27,84.8,Good,Eligible
1.3,20,5.0,9.8,6,28.83,39.0,20.0,6.64,30.61,14.66,Needs Improvement,Shortage
7.5,99,8.2,1.4,8,93.88,98.0,86.0,3.98,86.01,100.0,Excellent,Eligible
3.5,69,5.9,3.3,3,67.0,75.0,62.0,5.72,73.67,63.75,Average,Shortage
3.1,78,5.6,3.1,4,67.0,77.0,51.0,9.77,62.56,65.01,Average,Eligible
5.9,76,8.0,2.7,3,84.0,90.0,72.0,8.49,74.81,84.12,Good,Eligible
7.1,98,7.6,1.3,4,90.5,94.0,86.0,3.57,97.87,100.0,Excellent,Eligible
5.1,86,7.8,3.1,8,82.5,91.0,71.0,7.33,76.97,88.24,Excellent,Eligible
3.4,79,7.1,3.8,7,60.43,71.0,50.0,7.85,65.83,62.84,Average,Eligible
5.2,79,7.1,3.1,7,80.86,91.0,74.0,5.87,87.84,87.96,Excellent,Eligible
6.6,86,6.5,2.4,7,81.57,92.0,72.0,6.57,78.85,87.98,Excellent,Eligible
3.7,68,6.2,3.1,7,64.29,77.0,52.0,10.65,71.58,60.77,Average,Shortage
3.4,67,6.5,5.9,6,66.33,75.0,60.0,5.85,62.14,60.38,Average,Shortage
3.8,62,6.4,5.8,8,66.38,78.0,55.0,8.14,62.58,59.95,Average,Shortage
5.9,84,7.2,3.9,5,79.0,88.0,73.0,6.23,88.14,84.17,Good,Eligible
8.0,96,7.8,1.9,6,90.67,98.0,87.0,3.99,82.39,100.0,Excellent,Eligible
3.1,82,6.3,3.8,3,65.33,75.0,51.0,10.34,59.14,63.72,Average,Eligible
8.1,100,8.2,2.0,4,94.0,100.0,87.0,4.74,89.64,100.0,Excellent,Eligible
8.1,93,8.4,1.3,5,93.6,99.0,86.0,4.32,85.56,99.74,Excellent,Eligible
4.9,71,6.8,3.0,6,67.33,78.0,50.0,8.71,76.88,69.89,Average,Shortage
5.4,86,7.6,2.5,7,86.29,92.0,79.0,4.4,86.14,92.35,Excellent,Eligible
7.2,91,8.2,2.0,7,92.71,99.0,85.0,4.16,89.35,97.65,Excellent,Eligible
6.0,79,7.6,2.8,6,79.17,86.0,70.0,5.7,85.99,86.24,Excellent,Eligible
1.4,42,3.6,9.9,7,30.71,43.0,17.0,9.05,22.48,11.33,Needs Improvement,Shortage
6.9,75,7.9,2.6,5,79.0,87.0,71.0,5.97,87.4,85.65,Excellent,Eligible
6.5,80,7.6,2.3,3,84.67,92.0,73.0,8.34,87.9,91.79,Excellent,Eligible
5.3,75,7.1,3.4,6,77.83,91.0,70.0,6.99,69.51,81.15,Good,Eligible
3.5,47,4.6,7.6,8,44.5,62.0,32.0,9.84,51.91,34.97,Needs Improvement,Shortage
3.4,63,6.1,8.0,6,38.33,53.0,30.0,8.03,30.16,24.79,Needs Improvement,Shortage
8.7,89,8.5,1.7,5,92.8,99.0,86.0,5.19,100.0,100.0,Excellent,Eligible
3.0,52,5.9,6.3,4,43.5,60.0,30.0,11.28,49.14,31.98,Needs Improvement,Shortage
2.4,40,5.0,6.8,8,49.62,65.0,33.0,10.17,46.49,37.4,Needs Improvement,Shortage
2.0,35,3.8,7.9,6,24.0,31.0,16.0,5.6,29.43,13.14,Needs Improvement,Shortage
7.7,98,8.2,2.4,6,92.67,100.0,85.0,4.89,98.42,100.0,Excellent,Eligible
8.3,94,8.1,0.7,8,90.5,100.0,85.0,4.97,83.22,99.89,Excellent,Eligible
1.9,27,3.7,9.6,5,30.2,45.0,15.0,12.58,34.0,12.55,Needs Improvement,Shortage
4.5,71,6.3,5.1,8,64.0,77.0,54.0,8.15,66.47,65.17,Average,Shortage
1.7,50,6.4,6.9,3,49.33,62.0,38.0,9.84,52.56,33.69,Needs Improvement,Shortage
4.1,75,7.2,5.3,7,68.14,78.0,53.0,8.15,67.55,69.71,Average,Eligible
3.9,64,6.7,3.7,7,65.57,75.0,53.0,7.38,66.36,61.8,Average,Shortage
8.4,88,7.6,0.6,7,93.0,99.0,85.0,4.34,94.65,100.0,Excellent,Eligible
4.7,79,5.5,3.2,3,61.67,76.0,51.0,10.53,55.78,62.98,Average,Eligible
3.7,64,7.3,4.4,3,60.67,63.0,57.0,2.62,66.26,57.66,Average,Shortage
5.5,82,6.9,3.2,8,81.0,91.0,70.0,7.4,80.69,83.28,Good,Eligible
4.9,61,6.5,4.2,4,62.0,68.0,55.0,5.24,54.21,58.41,Average,Shortage
3.4,74,6.1,4.2,5,62.4,70.0,51.0,6.65,66.81,57.38,Average,Shortage
4.8,80,5.5,5.8,7,62.29,75.0,50.0,8.56,58.05,63.98,Average,Eligible
4.7,77,7.3,5.9,4,65.75,74.0,59.0,6.42,74.33,70.65,Good,Eligible
6.5,81,6.9,2.7,8,80.88,89.0,72.0,5.53,83.27,84.38,Good,Eligible
3.6,76,5.5,4.2,8,61.5,78.0,54.0,7.18,56.78,60.72,Average,Eligible
8.5,95,7.8,1.3,8,93.75,100.0,87.0,4.63,86.56,100.0,Excellent,Eligible
4.7,78,6.1,4.9,4,68.25,71.0,61.0,4.21,58.35,66.15,Average,Eligible
8.6,90,8.3,0.7,5,95.6,98.0,93.0,1.62,89.89,100.0,Excellent,Eligible
4.7,61,6.7,4.0,5,65.2,77.0,51.0,8.49,58.74,62.1,Average,Shortage
5.5,84,7.1,2.7,3,86.67,92.0,80.0,4.99,82.91,92.09,Excellent,Eligible
1.5,32,3.6,8.2,3,20.33,26.0,15.0,4.5,16.31,0.66,Needs Improvement,Shortage
6.2,85,6.8,2.8,5,80.8,92.0,75.0,6.24,79.77,86.58,Excellent,Eligible
6.4,87,7.5,3.8,4,79.25,91.0,74.0,6.98,74.54,83.99,Good,Eligible
4.0,79,5.6,5.8,6,69.5,76.0,60.0,6.78,59.89,67.0,Average,Eligible
1.7,41,4.9,7.7,4,54.25,58.0,51.0,2.86,52.51,34.57,Needs Improvement,Shortage
3.8,76,6.2,5.0,7,70.0,77.0,59.0,6.95,78.38,69.27,Average,Eligible
6.0,90,8.0,3.1,3,78.67,90.0,70.0,8.38,76.58,84.11,Good,Eligible
3.5,72,5.7,5.4,3,60.0,71.0,51.0,8.29,63.01,57.58,Average,Shortage
4.9,80,6.2,3.2,8,62.0,77.0,54.0,7.31,65.92,65.56,Average,Eligible
5.4,78,7.9,2.1,6,85.5,91.0,75.0,5.19,78.87,89.41,Excellent,Eligible
3.2,66,5.7,4.6,6,61.0,69.0,50.0,6.35,64.35,56.35,Average,Shortage
9.4,89,7.7,2.2,3,91.0,98.0,87.0,4.97,100.0,100.0,Excellent,Eligible
3.8,78,6.9,5.2,6,63.17,76.0,54.0,9.03,68.11,62.44,Average,Eligible
5.8,84,7.0,2.2,7,84.14,92.0,71.0,7.51,81.71,86.14,Excellent,Eligible
5.7,85,6.7,3.8,3,76.33,82.0,73.0,4.03,77.72,81.75,Good,Eligible
1.7,26,4.4,9.0,3,24.0,36.0,16.0,8.64,31.91,7.45,Needs Improvement,Shortage
2.3,51,5.8,5.1,6,51.0,62.0,44.0,7.26,52.13,44.42,Needs Improvement,Shortage
4.4,78,5.9,5.1,7,62.14,77.0,50.0,8.54,68.05,64.72,Average,Eligible
4.0,80,6.2,3.1,3,72.33,78.0,61.0,8.01,79.52,76.11,Good,Eligible
4.5,74,6.2,5.9,3,61.33,78.0,52.0,11.81,53.33,54.57,Average,Shortage
4.8,66,6.2,3.2,6,61.5,72.0,50.0,7.57,52.22,55.46,Average,Shortage
8.0,89,7.8,1.8,5,91.0,96.0,85.0,4.15,99.28,100.0,Excellent,Eligible
3.1,55,5.6,5.8,4,45.75,55.0,35.0,8.47,54.47,39.83,Needs Improvement,Shortage
0.6,46,5.1,8.5,7,32.71,45.0,22.0,8.73,35.89,20.0,Needs Improvement,Shortage
5.8,85,7.4,3.2,3,83.33,91.0,74.0,7.04,89.03,90.85,Excellent,Eligible
5.4,81,7.8,3.7,6,76.0,84.0,70.0,4.62,76.53,77.19,Good,Eligible
6.9,87,7.9,3.8,8,77.62,85.0,70.0,5.27,77.46,86.69,Excellent,Eligible
3.4,62,5.9,7.7,7,50.57,60.0,37.0,7.65,56.27,48.07,Needs Improvement,Shortage
8.0,94,7.5,1.6,7,92.29,100.0,88.0,3.73,100.0,100.0,Excellent,Eligible
3.1,70,7.4,3.9,5,69.8,78.0,58.0,7.52,61.39,64.55,Average,Shortage
7.4,99,7.8,0.6,8,92.25,96.0,86.0,3.7,83.29,96.72,Excellent,Eligible
3.8,66,5.7,5.5,8,63.0,72.0,55.0,7.25,55.66,52.75,Average,Shortage
4.3,81,6.6,5.1,3,58.33,64.0,54.0,4.19,52.54,61.1,Average,Eligible
3.8,63,6.3,4.6,5,65.0,76.0,50.0,9.63,62.5,56.48,Average,Shortage
3.6,77,6.0,3.5,6,61.17,74.0,55.0,7.01,55.67,58.13,Average,Eligible
3.8,80,7.0,4.0,4,63.0,76.0,50.0,12.51,63.48,64.28,Average,Eligible
1.9,38,4.5,9.4,3,31.67,44.0,25.0,8.73,31.47,14.93,Needs Improvement,Shortage
1.0,50,3.8,9.6,3,29.33,37.0,19.0,7.59,31.39,12.23,Needs Improvement,Shortage
9.5,97,7.3,2.4,4,90.5,93.0,89.0,1.5,82.92,98.74,Excellent,Eligible
5.2,76,7.0,3.4,8,82.25,91.0,71.0,8.3,88.54,87.96,Excellent,Eligible
5.6,86,7.4,3.2,5,79.6,88.0,70.0,6.95,70.16,81.93,Good,Eligible
3.1,42,4.8,7.1,5,49.0,59.0,43.0,5.55,52.04,35.13,Needs Improvement,Shortage
3.7,68,5.8,3.0,7,64.14,74.0,53.0,7.4,54.49,54.26,Average,Shortage
3.7,63,7.4,3.5,3,67.0,75.0,58.0,6.98,57.54,60.96,Average,Shortage
6.4,84,7.9,2.3,6,80.0,87.0,71.0,6.38,82.77,85.94,Excellent,Eligible
4.0,70,7.2,4.0,8,62.38,78.0,51.0,8.4,58.85,59.9,Average,Shortage
5.2,86,7.7,3.5,8,80.0,92.0,71.0,7.68,81.54,83.71,Good,Eligible
4.2,73,6.8,5.7,6,67.0,75.0,52.0,7.19,65.27,65.82,Average,Shortage
6.7,77,6.6,3.0,4,82.75,90.0,73.0,7.08,91.22,90.09,Excellent,Eligible
6.3,83,7.7,2.7,7,79.86,88.0,72.0,6.17,79.74,85.86,Excellent,Eligible
1.5,42,6.0,6.2,6,44.5,59.0,33.0,9.16,50.69,32.26,Needs Improvement,Shortage
6.6,87,7.6,2.4,3,79.0,87.0,74.0,5.72,81.97,87.5,Excellent,Eligible
1.5,23,3.6,7.9,3,26.67,42.0,16.0,11.12,30.27,11.1,Needs Improvement,Shortage
5.7,76,6.7,3.7,4,87.75,91.0,82.0,3.42,86.59,90.15,Excellent,Eligible
3.4,41,4.6,6.0,3,55.33,62.0,52.0,4.71,63.75,44.51,Needs Improvement,Shortage
1.9,65,6.1,5.4,3,40.0,46.0,34.0,4.9,47.64,32.97,Needs Improvement,Shortage
5.4,75,7.1,3.2,4,87.25,92.0,85.0,2.77,82.89,91.31,Excellent,Eligible
5.2,80,7.9,2.1,3,88.33,92.0,82.0,4.5,85.42,90.04,Excellent,Eligible
9.2,98,7.1,2.4,7,92.29,100.0,86.0,5.39,97.64,100.0,Excellent,Eligible
8.1,89,8.5,1.6,4,92.5,99.0,87.0,4.33,98.4,100.0,Excellent,Eligible
6.7,85,6.9,2.6,4,82.25,90.0,77.0,4.97,74.48,87.86,Excellent,Eligible
8.7,97,7.4,0.8,4,89.0,92.0,86.0,2.12,84.04,97.34,Excellent,Eligible
7.0,75,6.8,2.8,4,80.0,83.0,76.0,2.55,85.11,86.86,Excellent,Eligible
3.3,81,7.3,5.1,7,68.86,78.0,53.0,9.12,71.01,68.21,Average,Eligible
6.5,88,6.6,3.9,4,78.0,81.0,72.0,3.54,74.15,84.03,Good,Eligible
4.7,69,6.0,4.7,4,55.5,59.0,51.0,3.2,63.46,53.86,Average,Shortage
7.0,83,7.5,3.5,3,82.33,91.0,75.0,6.6,81.37,87.18,Excellent,Eligible
4.3,74,5.7,3.4,6,64.0,78.0,52.0,9.36,54.49,58.81,Average,Shortage
9.5,95,8.5,1.9,6,91.17,94.0,85.0,3.18,95.22,100.0,Excellent,Eligible
1.8,57,5.7,5.8,4,51.25,58.0,41.0,6.42,56.28,39.59,Needs Improvement,Shortage
5.1,88,7.4,2.4,6,82.67,89.0,72.0,5.34,76.62,86.33,Excellent,Eligible
5.1,89,7.8,3.1,3,75.33,83.0,71.0,5.44,82.39,80.95,Good,Eligible
3.8,75,6.8,3.0,7,65.0,75.0,55.0,7.5,64.08,64.54,Average,Eligible
5.3,82,6.6,2.1,5,83.2,90.0,72.0,7.3,81.08,84.1,Good,Eligible
6.1,83,6.5,3.0,5,80.8,87.0,74.0,4.66,74.7,81.76,Good,Eligible
5.0,64,5.9,4.5,3,57.0,61.0,51.0,4.32,47.31,51.21,Average,Shortage
3.6,73,7.0,4.9,3,55.33,61.0,51.0,4.19,55.3,51.38,Average,Shortage
5.0,82,7.5,2.8,4,84.25,90.0,74.0,6.1,76.45,85.17,Excellent,Eligible
4.3,79,5.6,5.0,6,62.33,67.0,50.0,5.82,57.58,63.53,Average,Eligible
1.7,41,6.1,7.3,8,50.62,61.0,45.0,6.3,54.47,36.64,Needs Improvement,Shortage
8.4,93,7.4,1.9,5,89.2,96.0,85.0,4.26,87.88,98.84,Excellent,Eligible
2.1,51,5.3,7.5,3,42.33,46.0,40.0,2.62,34.06,32.06,Needs Improvement,Shortage
2.4,44,5.9,8.0,4,47.25,59.0,38.0,7.66,49.78,38.03,Needs Improvement,Shortage
3.4,77,6.7,5.9,3,62.0,70.0,53.0,6.98,70.35,61.66,Average,Eligible
2.7,59,5.8,7.0,3,39.33,45.0,35.0,4.19,36.04,24.53,Needs Improvement,Shortage
3.1,81,7.3,5.6,4,64.5,73.0,58.0,5.68,73.26,68.98,Average,Eligible
1.1,22,5.5,7.7,7,34.14,44.0,20.0,8.97,40.05,25.52,Needs Improvement,Shortage
3.7,70,7.1,3.9,7,65.71,76.0,53.0,7.89,64.69,58.43,Average,Shortage
5.9,84,7.1,3.5,3,87.0,90.0,84.0,2.45,88.9,90.65,Excellent,Eligible
3.3,78,6.1,4.2,3,63.67,76.0,54.0,9.18,56.94,61.26,Average,Eligible
1.8,35,4.5,9.5,7,36.14,45.0,30.0,4.67,41.65,22.57,Needs Improvement,Shortage
1.6,34,4.6,7.4,6,30.33,43.0,17.0,9.07,28.38,14.65,Needs Improvement,Shortage
3.3,71,6.7,4.2,7,61.86,77.0,50.0,10.37,60.92,55.68,Average,Shortage
3.9,71,6.1,3.7,4,63.0,73.0,52.0,8.75,53.6,52.14,Average,Shortage
3.3,76,6.9,5.1,4,57.0,62.0,52.0,4.53,56.23,56.82,Average,Eligible
5.4,85,6.9,3.6,7,80.57,90.0,74.0,4.84,82.87,83.1,Good,Eligible
3.0,72,5.7,5.8,6,64.83,74.0,50.0,8.63,59.62,56.56,Average,Shortage
2.4,66,5.7,6.5,8,48.62,65.0,32.0,10.44,43.14,41.36,Needs Improvement,Shortage
7.9,100,8.3,2.3,5,93.4,99.0,85.0,5.57,87.64,98.5,Excellent,Eligible
4.6,71,6.2,4.5,7,61.43,71.0,50.0,6.82,53.02,55.16,Average,Shortage
4.2,80,6.9,4.5,6,69.33,77.0,53.0,7.7,62.59,66.52,Average,Eligible
7.2,90,8.0,0.6,7,94.0,99.0,88.0,3.38,85.01,100.0,Excellent,Eligible
5.6,82,6.6,2.7,4,79.75,90.0,71.0,7.33,85.8,84.63,Good,Eligible
6.8,84,6.8,3.7,5,82.8,90.0,72.0,6.31,80.16,85.9,Excellent,Eligible
8.2,88,7.8,0.8,7,93.29,100.0,87.0,5.17,99.43,100.0,Excellent,Eligible
3.4,79,6.1,3.4,6,66.5,77.0,50.0,9.2,64.08,64.36,Average,Eligible
6.2,75,7.9,2.8,7,79.0,89.0,70.0,7.35,88.08,86.19,Excellent,Eligible
5.2,86,7.3,3.9,7,79.29,86.0,72.0,5.23,81.94,88.78,Excellent,Eligible
2.8,65,5.3,7.0,3,54.67,62.0,41.0,9.67,49.13,48.18,Needs Improvement,Shortage
3.6,68,7.4,4.8,7,63.86,77.0,52.0,7.77,66.17,56.36,Average,Shortage
6.0,82,7.4,2.5,6,84.0,89.0,75.0,4.4,78.14,85.89,Excellent,Eligible
3.6,60,6.2,3.8,7,65.43,74.0,56.0,5.75,67.3,61.59,Average,Shortage
6.5,80,7.5,2.5,4,76.25,85.0,72.0,5.17,75.86,82.0,Good,Eligible
6.7,75,6.6,2.8,3,83.0,87.0,77.0,4.32,87.34,92.75,Excellent,Eligible
4.4,69,6.2,3.9,5,64.6,76.0,53.0,9.26,62.86,59.31,Average,Shortage
1.7,20,3.7,9.9,7,28.57,41.0,20.0,7.07,20.12,12.14,Needs Improvement,Shortage
6.2,83,6.5,2.9,4,74.75,80.0,71.0,3.27,76.69,82.28,Good,Eligible
3.9,81,7.0,5.5,5,68.4,76.0,61.0,6.09,73.53,71.71,Good,Eligible
4.3,67,7.5,5.9,5,59.4,64.0,52.0,4.54,68.07,58.72,Average,Shortage
4.4,78,7.2,5.8,6,59.83,73.0,53.0,7.27,56.8,62.56,Average,Eligible
8.9,94,7.4,2.4,5,94.2,100.0,90.0,3.76,97.9,100.0,Excellent,Eligible
3.4,67,7.0,5.5,7,64.29,78.0,54.0,9.25,71.25,63.29,Average,Shortage
0.8,21,4.6,9.7,6,28.5,38.0,19.0,7.09,29.75,9.92,Needs Improvement,Shortage
7.3,99,7.6,0.6,7,90.86,96.0,85.0,3.87,82.6,100.0,Excellent,Eligible
6.2,85,6.6,2.4,8,80.12,89.0,72.0,5.56,86.44,88.12,Excellent,Eligible
0.9,23,4.8,7.8,6,28.17,39.0,15.0,9.19,34.93,17.68,Needs Improvement,Shortage
2.7,57,4.6,5.1,7,52.86,63.0,43.0,6.66,43.75,36.41,Needs Improvement,Shortage
6.4,83,6.7,2.8,3,83.67,91.0,78.0,5.44,86.17,88.85,Excellent,Eligible
4.8,74,6.2,5.1,3,68.0,74.0,56.0,8.49,73.5,67.0,Average,Shortage
3.5,65,7.3,4.8,5,65.0,76.0,53.0,7.87,68.98,62.87,Average,Shortage
5.2,80,7.9,3.0,5,76.8,85.0,71.0,5.74,77.24,83.29,Good,Eligible
2.6,62,5.4,7.9,3,61.67,65.0,58.0,2.87,61.15,56.43,Average,Shortage
8.9,90,7.3,1.9,7,93.29,99.0,86.0,5.44,98.84,100.0,Excellent,Eligible
4.9,71,7.1,5.1,7,65.86,78.0,55.0,8.2,69.48,67.94,Average,Shortage
3.5,40,5.6,5.2,8,44.25,54.0,36.0,6.7,36.28,33.69,Needs Improvement,Shortage
6.9,75,7.0,3.7,4,80.75,88.0,70.0,6.83,85.91,89.55,Excellent,Eligible
4.0,77,7.1,3.7,7,59.14,70.0,51.0,6.45,59.8,62.13,Average,Eligible
5.5,80,7.5,2.4,8,80.38,86.0,71.0,4.06,85.03,85.23,Excellent,Eligible
6.0,82,7.4,2.5,7,83.29,92.0,78.0,4.83,90.95,91.11,Excellent,Eligible
3.4,76,5.6,6.0,6,61.17,76.0,53.0,8.86,67.43,60.39,Average,Eligible
4.3,80,6.8,3.9,4,61.0,68.0,51.0,6.28,65.65,64.16,Average,Eligible
8.9,100,8.1,0.5,4,94.75,99.0,88.0,4.15,100.0,100.0,Excellent,Eligible
4.0,70,6.7,5.2,8,65.62,75.0,54.0,7.19,67.62,65.54,Average,Shortage
4.8,75,6.1,5.9,8,62.88,75.0,52.0,7.2,56.53,59.6,Average,Eligible
4.6,64,6.4,4.2,6,65.83,74.0,54.0,7.2,72.12,63.95,Average,Shortage
5.0,87,7.1,3.3,7,80.57,92.0,70.0,6.48,74.53,82.83,Good,Eligible
9.6,89,7.7,1.7,7,94.57,99.0,89.0,3.7,89.85,100.0,Excellent,Eligible
1.4,39,4.3,8.3,5,30.6,42.0,17.0,9.6,33.0,11.51,Needs Improvement,Shortage
9.2,91,8.2,1.7,5,92.8,99.0,85.0,6.05,90.51,100.0,Excellent,Eligible
3.4,75,6.9,5.3,7,67.0,78.0,53.0,7.52,64.99,65.17,Average,Eligible
8.2,92,7.1,1.1,3,91.33,95.0,85.0,4.5,96.44,100.0,Excellent,Eligible
5.4,84,7.6,3.2,8,83.12,90.0,76.0,4.75,85.77,87.07,Excellent,Eligible
3.1,49,6.1,6.6,5,45.4,63.0,30.0,14.49,47.26,36.83,Needs Improvement,Shortage
8.3,95,7.2,1.5,4,91.5,98.0,86.0,5.12,91.08,100.0,Excellent,Eligible
0.9,29,4.4,7.9,5,27.6,44.0,22.0,8.26,31.04,10.92,Needs Improvement,Shortage
9.7,95,7.5,0.7,3,96.0,100.0,92.0,3.27,96.13,100.0,Excellent,Eligible
2.6,50,5.1,6.9,3,40.33,49.0,32.0,6.94,46.36,31.05,Needs Improvement,Shortage
5.2,79,6.8,2.2,4,85.25,92.0,72.0,7.85,93.26,87.11,Excellent,Eligible
7.7,99,8.1,1.8,3,88.0,93.0,85.0,3.56,84.96,98.88,Excellent,Eligible
2.7,49,6.0,6.7,7,42.14,57.0,33.0,8.54,48.93,33.87,Needs Improvement,Shortage
2.8,55,5.0,6.4,5,57.6,65.0,47.0,6.05,66.78,49.22,Needs Improvement,Shortage
8.1,97,7.5,0.6,4,91.5,98.0,86.0,4.33,82.7,99.08,Excellent,Eligible
3.5,74,6.5,4.8,6,64.5,76.0,55.0,8.92,60.26,58.36,Average,Shortage
4.2,60,5.8,3.2,4,63.75,73.0,53.0,7.19,68.66,61.89,Average,Shortage
3.1,77,6.4,4.8,7,64.29,78.0,53.0,7.61,68.36,66.2,Average,Eligible
4.3,75,5.9,3.0,7,59.57,75.0,52.0,8.16,52.87,61.54,Average,Eligible
3.9,68,6.2,4.6,4,63.5,77.0,52.0,8.96,69.78,59.92,Average,Shortage
3.5,61,6.1,4.7,3,66.0,77.0,59.0,7.87,74.58,63.71,Average,Shortage
5.5,84,6.8,2.6,5,80.6,87.0,74.0,4.59,70.64,80.62,Good,Eligible
5.1,83,7.6,3.7,4,83.0,91.0,74.0,6.12,91.19,90.13,Excellent,Eligible
7.9,100,7.5,2.2,5,94.8,99.0,92.0,3.06,89.47,100.0,Excellent,Eligible
